NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;OESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
Marius R 3;Domo;Sin determinar;Domo de Marius R nº 3;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Alemania;alemán;16;Siglo XVI;Gunzenhausen;1570;Ansbach;1624;Descubridor de los 4 mayores satélites de Júpiter independientemente de Galileo e inventor de sus nombres. Primer observador occidental de la galaxia de Andrómeda.;-5.092.924.236;50 º 56 '  Oeste;1.347.375.889;13 º 28 '  Norte;Norte - Oeste;Parte central de Oceanus Procellarum;29;Marius;302;7 e5;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;O de Marius R;Escudo volcánico;Volcanismo extrusivo;Oblongo, hemisférico, domo con pendiente suave en las colinas de Marius, alineado con una cordillera rugosa;3;Formación muy interesante;11;4 días después del Cuarto Creciente;3 días después del Cuarto Menguante;999;Sin determinar;Sin determinar
Marius S 1;Domo;Sin determinar;Domo de Marius S nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Alemania;alemán;16;Siglo XVI;Gunzenhausen;1570;Ansbach;1624;Descubridor de los 4 mayores satélites de Júpiter independientemente de Galileo e inventor de sus nombres. Primer observador occidental de la galaxia de Andrómeda.;-554.281.852;55 º 26 '  Oeste;9.962.291.429;9 º 58 '  Norte;Norte - Oeste;Parte central de Oceanus Procellarum;29;Marius;302;7 e5;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;6;14;3.6;8.5;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Marius s;Volcán;Volcanismo extrusivo;Hemisférico, domo complejo, múltiples cratercillos en la cumbre, pendientes suaves, domo en las colinas de Marius, al noreste del cráter Marius X;3;Formación muy interesante;12;5 días después del Cuarto Creciente;4 días después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Marius T 1;Domo;Sin determinar;Domo de Marius T nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Alemania;alemán;16;Siglo XVI;Gunzenhausen;1570;Ansbach;1624;Descubridor de los 4 mayores satélites de Júpiter independientemente de Galileo e inventor de sus nombres. Primer observador occidental de la galaxia de Andrómeda.;-5.497.656.014;54 º 59 '  Oeste;-109.527.842;10 º 57 '  Sur;Sur - Oeste;Parte central de Oceanus Procellarum;29;Marius;302;7 e5;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;45;60;27.3;36.4;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Marius t;Volcán;Volcanismo extrusivo;Una cadena de domos de perfil bajo en las colinas de Marius al norte del cráter Marius X, bancales con alto albedo;3;Formación muy interesante;12;5 días después del Cuarto Creciente;4 días después del Cuarto Menguante;30;Binoculares de 10x;Refractor de 50 mm
Marius U 1;Domo;Sin determinar;Domo de Marius U nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Alemania;alemán;16;Siglo XVI;Gunzenhausen;1570;Ansbach;1624;Descubridor de los 4 mayores satélites de Júpiter independientemente de Galileo e inventor de sus nombres. Primer observador occidental de la galaxia de Andrómeda.;-524.918.735;52 º 30 '  Oeste;1.329.707.175;13 º 18 '  Norte;Norte - Oeste;Parte central de Oceanus Procellarum;29;Marius;302;7 e5;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;7;12;4.3;7.3;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Marius u;Volcán;Volcanismo extrusivo;Pequeño oblongo de norte a sur, domo complejo con pendientes pronunciadas en las colinas de Marius alineado sobre una cordillera rugosa, noroeste del cráter Marius;3;Formación muy interesante;12;5 días después del Cuarto Creciente;4 días después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Marius X 1;Domo;Sin determinar;Domo de Marius X nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Alemania;alemán;16;Siglo XVI;Gunzenhausen;1570;Ansbach;1624;Descubridor de los 4 mayores satélites de Júpiter independientemente de Galileo e inventor de sus nombres. Primer observador occidental de la galaxia de Andrómeda.;-530.171.578;53 º 1 '  Oeste;9.439.147.371;9 º 26 '  Norte;Norte - Oeste;Parte central de Oceanus Procellarum;29;Marius;302;7 e5;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;4;7;2.4;4.3;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Marius x;Escudo volcánico;Volcanismo extrusivo;Ligeramente oblongo de norte a sur, vertientes empinadas;3;Formación muy interesante;12;5 días después del Cuarto Creciente;4 días después del Cuarto Menguante;100;Refractor de 100 mm;Reflector de 200 mm
Marius Z 1;Domo;Sin determinar;Domo de Marius Z nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Alemania;alemán;16;Siglo XVI;Gunzenhausen;1570;Ansbach;1624;Descubridor de los 4 mayores satélites de Júpiter independientemente de Galileo e inventor de sus nombres. Primer observador occidental de la galaxia de Andrómeda.;-54.083.315;54 º 5 '  Oeste;1.394.556.868;13 º 57 '  Norte;Norte - Oeste;Parte central de Oceanus Procellarum;29;Marius;302;7 e5;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;6;6;3.6;3.6;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Marius z;Escudo volcánico;Volcanismo extrusivo;Ovalado, pendientes suaves, domo en las colinas de Marius, sureste del cráter Marius L (mal etiquetado en LAC-56 como Marius F);3;Formación muy interesante;12;5 días después del Cuarto Creciente;4 días después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Maskelyne 1;Domo;Sin determinar;Domo de Maskelyne nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Inglaterra;inglés;18;Siglo XVIII;Londres;1732;Greenwich;1811;Observador de un tránsito de Venus delante del Sol en 1761 en la isla de Santa Elena. Director del Observatorio de Greenwich en 1765. Fundador del 'Almanaque Náutico' en 1766.;3.652.442.921;36 º 31 '  Este;5.911.950.197;5 º 55 '  Norte;Norte - Este;Parte central de Mare Tranquilitatis;36;Cauchy;272;1a1 / 3f2;334C, 135C 143C 148C;;IV-078-H1;12;3;7.3;1.8;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SE del cráter Maskelyne;Volcán;Volcanismo extrusivo;Posible cordillera, domo elongado, materiales intrusivos, o quizá el cerco de un cráter fantasma, varias colinas en el cráter a lo largo de sus flancos;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Maskelyne D 1;Domo;Sin determinar;Domo de Maskelyne D nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Inglaterra;inglés;18;Siglo XVIII;Londres;1732;Greenwich;1811;Observador de un tránsito de Venus delante del Sol en 1761 en la isla de Santa Elena. Director del Observatorio de Greenwich en 1765. Fundador del 'Almanaque Náutico' en 1766.;3.381.347.556;33 º 49 '  Este;240.713.079;2 º 24 '  Norte;Norte - Este;Parte central de Mare Tranquilitatis;36;Cauchy;272;1a1 / 3f2;334C, 135C 143C 148C;;IV-078-H1;7;7;4.3;4.3;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;E del cráter Maskelyne D;Escudo volcánico;Volcanismo extrusivo;Platicúrtico (no picudo), cima con zanjas o especie de depresión y barrancos en el flanco Oeste, parece como una colina, puede no ser un domo;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Maskelyne E 1;Domo;Sin determinar;Domo de Maskelyne E nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Inglaterra;inglés;18;Siglo XVIII;Londres;1732;Greenwich;1811;Observador de un tránsito de Venus delante del Sol en 1761 en la isla de Santa Elena. Director del Observatorio de Greenwich en 1765. Fundador del 'Almanaque Náutico' en 1766.;3.493.262.207;34 º 56 '  Este;4.301.222.305;4 º 18 '  Norte;Norte - Este;Parte central de Mare Tranquilitatis;36;Cauchy;272;1a1 / 3f2;334C, 135C 143C 148C;;IV-078-H1;30;30;18.2;18.2;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;O del cráter Maskelyne E;Escudo volcánico;Volcanismo extrusivo;Mal definido;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;30;Binoculares de 10x;Refractor de 50 mm
Maskelyne E 2;Domo;Sin determinar;Domo de Maskelyne E nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Inglaterra;inglés;18;Siglo XVIII;Londres;1732;Greenwich;1811;Observador de un tránsito de Venus delante del Sol en 1761 en la isla de Santa Elena. Director del Observatorio de Greenwich en 1765. Fundador del 'Almanaque Náutico' en 1766.;3.597.074.474;35 º 58 '  Este;6.142.407.391;6 º 9 '  Norte;Norte - Este;Parte central de Mare Tranquilitatis;36;Cauchy;272;1a1 / 3f2;334C, 135C 143C 148C;;IV-078-H1;10;10;6.1;6.1;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;E del cráter Maskelyne E;Escudo volcánico;Volcanismo extrusivo;Redondo, vertientes empinadas;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Maskelyne F 1;Domo;Sin determinar;Domo de Maskelyne F nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Inglaterra;inglés;18;Siglo XVIII;Londres;1732;Greenwich;1811;Observador de un tránsito de Venus delante del Sol en 1761 en la isla de Santa Elena. Director del Observatorio de Greenwich en 1765. Fundador del 'Almanaque Náutico' en 1766.;3.409.665.079;34 º 6 '  Este;6.488.281.516;6 º 29 '  Norte;Norte - Este;Parte central de Mare Tranquilitatis;36;Cauchy;272;1a1 / 3f2;334C, 135C 143C 148C;;IV-078-H1;10;10;6.1;6.1;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;O del cráter Maskelyne F;Escudo volcánico;Volcanismo extrusivo;Base ovalada;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Maskelyne F 2;Domo;Sin determinar;Domo de Maskelyne F nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Inglaterra;inglés;18;Siglo XVIII;Londres;1732;Greenwich;1811;Observador de un tránsito de Venus delante del Sol en 1761 en la isla de Santa Elena. Director del Observatorio de Greenwich en 1765. Fundador del 'Almanaque Náutico' en 1766.;3.693.506.819;36 º 56 '  Este;3.152.858.804;3 º 9 '  Norte;Norte - Este;Parte central de Mare Tranquilitatis;36;Cauchy;272;1a1 / 3f2;334C, 135C 143C 148C;;IV-078-H1;8;8;4.9;4.9;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SE del cráter Maskelyne F;Volcán;Volcanismo extrusivo;No descrito;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Maskelyne F 3;Domo;Sin determinar;Domo de Maskelyne F nº 3;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Inglaterra;inglés;18;Siglo XVIII;Londres;1732;Greenwich;1811;Observador de un tránsito de Venus delante del Sol en 1761 en la isla de Santa Elena. Director del Observatorio de Greenwich en 1765. Fundador del 'Almanaque Náutico' en 1766.;3.657.695.926;36 º 35 '  Este;3.152.858.804;3 º 9 '  Norte;Norte - Este;Parte central de Mare Tranquilitatis;36;Cauchy;272;1a1 / 3f2;334C, 135C 143C 148C;;IV-078-H1;30;30;18.2;18.2;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SE del cráter Maskelyne F;Escudo volcánico;Volcanismo extrusivo;Perfil bajo, mal definido, picudo;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;30;Binoculares de 10x;Refractor de 50 mm
Maskelyne F 4;Domo;Sin determinar;Domo de Maskelyne F nº 4;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Inglaterra;inglés;18;Siglo XVIII;Londres;1732;Greenwich;1811;Observador de un tránsito de Venus delante del Sol en 1761 en la isla de Santa Elena. Director del Observatorio de Greenwich en 1765. Fundador del 'Almanaque Náutico' en 1766.;3.354.256.018;33 º 33 '  Este;4.301.222.305;4 º 18 '  Norte;Norte - Este;Parte central de Mare Tranquilitatis;36;Cauchy;272;1a1 / 3f2;334C, 135C 143C 148C;;IV-078-H1;21;21;12.8;12.8;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SE del cráter Maskelyne F;Escudo volcánico;Volcanismo extrusivo;Platicúrtico (no picudo);3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Maskelyne F 5;Domo;Sin determinar;Domo de Maskelyne F nº 5;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Inglaterra;inglés;18;Siglo XVIII;Londres;1732;Greenwich;1811;Observador de un tránsito de Venus delante del Sol en 1761 en la isla de Santa Elena. Director del Observatorio de Greenwich en 1765. Fundador del 'Almanaque Náutico' en 1766.;3.424.372.445;34 º 15 '  Este;4.473.614.892;4 º 28 '  Norte;Norte - Este;Parte central de Mare Tranquilitatis;36;Cauchy;272;1a1 / 3f2;334C, 135C 143C 148C;;IV-078-H1;11;11;6.7;6.7;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;O del cráter Maskelyne F;Escudo volcánico;Volcanismo extrusivo;Domo marino;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Maskelyne H 1;Domo;Sin determinar;Domo de Maskelyne H nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Inglaterra;inglés;18;Siglo XVIII;Londres;1732;Greenwich;1811;Observador de un tránsito de Venus delante del Sol en 1761 en la isla de Santa Elena. Director del Observatorio de Greenwich en 1765. Fundador del 'Almanaque Náutico' en 1766.;3.082.671.282;30 º 50 '  Este;4.301.222.305;4 º 18 '  Norte;Norte - Este;Parte central de Mare Tranquilitatis;36;Cauchy;272;1a1 / 3f2;334C, 135C 143C 148C;;IV-078-H1;20.9;20.9;12.7;12.7;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SO del cráter Maskelyne H;Escudo volcánico;Volcanismo extrusivo;No descrito;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Maskelyne H 2;Domo;Sin determinar;Domo de Maskelyne H nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Inglaterra;inglés;18;Siglo XVIII;Londres;1732;Greenwich;1811;Observador de un tránsito de Venus delante del Sol en 1761 en la isla de Santa Elena. Director del Observatorio de Greenwich en 1765. Fundador del 'Almanaque Náutico' en 1766.;3.080.862.207;30 º 49 '  Este;5.278.676.103;5 º 17 '  Norte;Norte - Este;Parte central de Mare Tranquilitatis;36;Cauchy;272;1a1 / 3f2;334C, 135C 143C 148C;;IV-078-H1;3.5;3.5;2.1;2.1;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;O del cráter Maskelyne H;Escudo volcánico;Volcanismo extrusivo;No descrito;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;100;Refractor de 100 mm;Reflector de 200 mm
Maskelyne N 1;Domo;Sin determinar;Domo de Maskelyne N nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Inglaterra;inglés;18;Siglo XVIII;Londres;1732;Greenwich;1811;Observador de un tránsito de Venus delante del Sol en 1761 en la isla de Santa Elena. Director del Observatorio de Greenwich en 1765. Fundador del 'Almanaque Náutico' en 1766.;3.018.404.482;30 º 11 '  Este;602.716.656;6 º 2 '  Norte;Norte - Este;Parte central de Mare Tranquilitatis;36;Cauchy;272;1a1 / 3f2;334C, 135C 143C 148C;;IV-078-H1;7;7;4.3;4.3;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;NO del cráter Maskelyne N;Escudo volcánico;Volcanismo extrusivo;No descrito;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Mason B 1;Domo;Sin determinar;Domo de Mason B nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Technician;Inglaterra;inglés;18;Siglo XVIII;?;1730;?;1787;Asistente en el Observatorio de Greenwich.;2.966.658.312;29 º 40 '  Este;4.091.964.995;40 º 55 '  Norte;Norte - Este;Región Noreste de Mare Serenitatis;14;Hercules;348;2b4 / 4g5;334N 131N 135N 143N 148N;;IV-091-H2 IV-086-H2;6.2;6.2;3.8;3.8;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;S del cráter Mason B;Escudo volcánico;Volcanismo extrusivo;Domo marino oblongo y simple en Lacus Somniorum;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Maurolycus 1;Domo;Sin determinar;Domo de Maurolycus nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Científico;Italia;italiano;16;Siglo XVI;Messina;1494;Messina;1575;Autor de una 'Cosmografía' en 1543. Teoría del funcionamiento del ojo. Autor de un tratado sobre la cónica en 1533.;1.488.618.785;14 º 53 '  Este;-4.129.987.279;41 º 18 '  Sur;Sur- Este;Región del cráter Maurolycus;66;Maurolycus;40;14d6;353S 351S 357S 148S 154S, 161S 167S;MM128;IV-100-M IV-100-H2 IV-095-H2 IV-107-H2;5;7;3;4.3;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Dentro del cráter Maurolycus;Escudo volcánico;Volcanismo extrusivo;No descrito;3;Formación muy interesante;6;6 días después de la Luna Nueva;5 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Maury B 1;Domo;Sin determinar;Domo de Maury B nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Oceanógrafo;U. S. A.;americano;19;Siglo IX;Fredericksburg;1806;Lexington;1873;Fundador de la Oficina Hidrográfica Americana. Autor de 'Geografía física del mar' en 1855.;4.133.193.968;41 º 20 '  Este;3.454.129.046;34 º 32 '  Norte;Norte - Este;Región Sureste del cráter Atlas;15;Atlas;311;1a8 / 4f4;323N 328N 131N 135N;;IV-079-H2 IV-074-H2;7;17;4.3;10.3;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SE del cráter Maury B;Escudo volcánico;Volcanismo extrusivo;Oblongo, domo marino, cerca de la coste este de Lacus Somniorum;3;Formación muy interesante;4;4 días después de la Luna Nueva;3 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Maury D 2;Domo;Sin determinar;Domo de Maury D nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Oceanógrafo;U. S. A.;americano;19;Siglo IX;Fredericksburg;1806;Lexington;1873;Fundador de la Oficina Hidrográfica Americana. Autor de 'Geografía física del mar' en 1855.;3.855.172.686;38 º 33 '  Este;386.088.277;38 º 37 '  Norte;Norte - Este;Región Sureste del cráter Atlas;15;Atlas;311;1a8 / 4f4;323N 328N 131N 135N;;IV-079-H2 IV-074-H2;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;NE del cráter Maury D;Escudo volcánico;Volcanismo extrusivo;Domo marino en Lacus Somniorum;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;999;Sin determinar;Sin determinar
