NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
MILLER B;Cratere;;William A. Miller;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Chimico;Inghilterra;inglese;19;19° secolo;?;1817;?;1870;??;1;01.00 ° Est;-37.6;37.6 ° Sud;Sud-Est;Regione Orientale del cratere Tycho;65;Walter ?;??;Formazione non indicata;Formazione non indicata;;;12;12;7;7;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
MILLER C;Cratere;;William A. Miller;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Chimico;Inghilterra;inglese;19;19° secolo;?;1817;?;1870;??;-0.3;0.3 ° Ovest;-38.2;38.2 ° Sud;Sud-Est;Regione Orientale del cratere Tycho;65;Walter ?;??;Formazione non indicata;Formazione non indicata;;;36;36;21;21;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;Faccia visibile
MILLER D;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;William A. Miller;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Chimico;Inghilterra;inglese;19;19° secolo;?;1817;?;1870;??;3.1;03.10 ° Est;-38;38 ° Sud;Sud-Est;Regione Orientale del cratere Tycho;65;Walter ?;??;Formazione non indicata;Formazione non indicata;;;5;5;3;3;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
MILLER E;Piccolo cratere;;William A. Miller;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Chimico;Inghilterra;inglese;19;19° secolo;?;1817;?;1870;??;2.8;02.80 ° Est;-38.8;38.8 ° Sud;Sud-Est;Regione Orientale del cratere Tycho;65;Walter ?;??;Formazione non indicata;Formazione non indicata;;;6;6;4;4;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
MILLER K;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;William A. Miller;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Chimico;Inghilterra;inglese;19;19° secolo;?;1817;?;1870;??;0.9;00.90 ° Est;-39.8;39.8 ° Sud;Sud-Est;Regione Orientale del cratere Tycho;65;Walter ?;??;Formazione non indicata;Formazione non indicata;;;4;4;2;2;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;7;al Primo Quarto;6 giorni dopo la Luna Piena;100;Riflettore da 100 mm;Riflettore da 200 mm;Faccia visibile
MITCHELL B;Piccolo cratere;;Marie Mitchell;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronoma;USA;americana;19;19° secolo;?;1818;?;1899;??;19.55;19.55 ° Est;48.38;48.38 ° Nord;Nord-Est;Bordo Settentrionale della Luna;5;Aristoteles ?;??;Formazione non indicata;Formazione non indicata;;;6;6;4;4;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm
MITCHELL E;Piccolo cratere;;Marie Mitchell;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronoma;USA;americana;19;19° secolo;?;1818;?;1899;??;21.84;21.84 ° Est;47.57;47.57 ° Nord;Nord-Est;Bordo Settentrionale della Luna;5;Aristoteles ?;??;Formazione non indicata;Formazione non indicata;;;8;8;5;5;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm
MOIGNO A;Cratere;;François Napoléon Marie Moigno;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico e fisico;Francia;francese;19;19° secolo;Guéméné sur Scorff;1804;Saint Denis;1884;Ha diffuso le teorie di Cauchy. Ha fondato la rivista 'Il Cosmo' nel 1852.;29.82;29.82 ° Est;64.57;64.57 ° Nord;Nord-Est;Bordo Settentrionale della Luna;5;Aristoteles ?;??;Formazione non indicata;Formazione non indicata;;;16;16;9;9;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
MOIGNO B;Cratere;;François Napoléon Marie Moigno;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico e fisico;Francia;francese;19;19° secolo;Guéméné sur Scorff;1804;Saint Denis;1884;Ha diffuso le teorie di Cauchy. Ha fondato la rivista 'Il Cosmo' nel 1852.;26.21;26.21 ° Est;64.41;64.41 ° Nord;Nord-Est;Bordo Settentrionale della Luna;5;Aristoteles ?;??;Formazione non indicata;Formazione non indicata;;;26;26;15;15;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;Faccia visibile
MOIGNO C;Piccolo cratere;;François Napoléon Marie Moigno;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico e fisico;Francia;francese;19;19° secolo;Guéméné sur Scorff;1804;Saint Denis;1884;Ha diffuso le teorie di Cauchy. Ha fondato la rivista 'Il Cosmo' nel 1852.;29.16;29.16 ° Est;65.75;65.75 ° Nord;Nord-Est;Bordo Settentrionale della Luna;5;Aristoteles ?;??;Formazione non indicata;Formazione non indicata;;;9;9;5;5;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
MOIGNO D;Cratere;;François Napoléon Marie Moigno;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico e fisico;Francia;francese;19;19° secolo;Guéméné sur Scorff;1804;Saint Denis;1884;Ha diffuso le teorie di Cauchy. Ha fondato la rivista 'Il Cosmo' nel 1852.;27.69;27.69 ° Est;65.04;65.04 ° Nord;Nord-Est;Bordo Settentrionale della Luna;5;Aristoteles ?;??;Formazione non indicata;Formazione non indicata;;;23;23;14;14;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;Faccia visibile
MOLTKE A;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Conte Helmuth Karl von Molkte;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Militare;Germania;tedesco;19;19° secolo;Parchim;1800;Berlino;1891;Feldmaresciallo nel 1871. Inventore della tattica militare che fu usata durante la guerra del 1870. Coautore, insieme a Schmidt, di una mappa lunare.;23.2;23.20 ° Est;-1;1 ° Sud;Sud-Est;Regione Nord-Occidentale del cratere Theophilus;46;Theophilus ?;??;Formazione non indicata;Formazione non indicata;;;4;4;2;2;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;100;Riflettore da 100 mm;Riflettore da 200 mm;Faccia visibile
MOLTKE B;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Conte Helmuth Karl von Molkte;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Militare;Germania;tedesco;19;19° secolo;Parchim;1800;Berlino;1891;Feldmaresciallo nel 1871. Inventore della tattica militare che fu usata durante la guerra del 1870. Coautore, insieme a Schmidt, di una mappa lunare.;25.2;25.20 ° Est;-1;1 ° Sud;Sud-Est;Regione Nord-Occidentale del cratere Theophilus;46;Theophilus ?;??;Formazione non indicata;Formazione non indicata;;;5;5;3;3;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
MORETUS A;Cratere;;Teodoro Moreto;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Belgio;belga;17;17° secolo;?;1602;?;1667;??;-13.8;13.8 ° Ovest;-70.4;70.4 ° Sud;Sud-Ovest;Bordo Meridionale della Luna;73;Moretus ?;??;Formazione non indicata;Formazione non indicata;;;32;32;19;19;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;Faccia visibile
MORETUS C;Cratere;;Teodoro Moreto;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Belgio;belga;17;17° secolo;?;1602;?;1667;??;-11.2;11.2 ° Ovest;-72.6;72.6 ° Sud;Sud-Ovest;Bordo Meridionale della Luna;73;Moretus ?;??;Formazione non indicata;Formazione non indicata;;;17;17;10;10;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
MOSTING A;Cratere;Copernicano (da -1.1 miliardi di anni ad oggi) ?;Mösting A - Johann S. von Mösting;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Benefattore;Danimarca;danese;19;19° secolo;?;1759;?;1843;Fondatore della rivista 'Astronomische Nachrichten'.;-5.2;5.2° Ovest;-3.2;3.2° Sud;Sud-Ovest;Regione Occidentale del cratere Ptolemaeus;43;Lalande ?;241;;;;;13;13;8;8;2700;8200;0.2077;A________A;Formazione circolare situata sul versante Ovest di Flammarion.  E' il punto di partenza del sistema di coordinate lunari.;Versanti scoscesi su cui si trovano Mösting D a Nord-Ovest e Rima Flammarion a Nord.;Pareti elevate.;Fondo arrotondato.;2;Formazione abbastanza interessante;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
MOSTING B;Piccolo cratere;;Johann S. von Mösting;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Benefattore;Danimarca;danese;19;19° secolo;?;1759;?;1843;Fondatore della rivista 'Astronomische Nachrichten'.;-7.4;7.4 ° Ovest;-2.7;2.7 ° Sud;Sud-Ovest;Regione Occidentale del cratere Ptolemaeus;43;Lalande ?;??;Formazione non indicata;Formazione non indicata;;;7;7;4;4;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
MOSTING C;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Johann S. von Mösting;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Benefattore;Danimarca;danese;19;19° secolo;?;1759;?;1843;Fondatore della rivista 'Astronomische Nachrichten'.;-8;8 ° Ovest;-1.8;1.8 ° Sud;Sud-Ovest;Regione Occidentale del cratere Ptolemaeus;43;Lalande ?;??;Formazione non indicata;Formazione non indicata;;;4;4;2;2;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;7;al Primo Quarto;6 giorni dopo la Luna Piena;100;Riflettore da 100 mm;Riflettore da 200 mm;Faccia visibile
MOSTING D;Piccolo cratere;;Johann S. von Mösting;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Benefattore;Danimarca;danese;19;19° secolo;?;1759;?;1843;Fondatore della rivista 'Astronomische Nachrichten'.;-5.1;5.1 ° Ovest;-0.3;0.3 ° Sud;Sud-Ovest;Regione Occidentale del cratere Ptolemaeus;43;Lalande ?;??;Formazione non indicata;Formazione non indicata;;;7;7;4;4;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
MOSTING E;Cratere;;Johann S. von Mösting;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Benefattore;Danimarca;danese;19;19° secolo;?;1759;?;1843;Fondatore della rivista 'Astronomische Nachrichten'.;-4.6;4.6 ° Ovest;0.3;00.30 ° Nord;Sud-Ovest;Regione Occidentale del cratere Ptolemaeus;43;Lalande ?;??;Formazione non indicata;Formazione non indicata;;;44;44;26;26;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;Faccia visibile
MOSTING K;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Johann S. von Mösting;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Benefattore;Danimarca;danese;19;19° secolo;?;1759;?;1843;Fondatore della rivista 'Astronomische Nachrichten'.;-7.4;7.4 ° Ovest;-0.7;0.7 ° Sud;Sud-Ovest;Regione Occidentale del cratere Ptolemaeus;43;Lalande ?;??;Formazione non indicata;Formazione non indicata;;;3;3;2;2;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;7;al Primo Quarto;6 giorni dopo la Luna Piena;100;Riflettore da 100 mm;Riflettore da 200 mm;Faccia visibile
MOSTING L;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Johann S. von Mösting;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Benefattore;Danimarca;danese;19;19° secolo;?;1759;?;1843;Fondatore della rivista 'Astronomische Nachrichten'.;-3.4;3.4 ° Ovest;-0.6;0.6 ° Sud;Sud-Ovest;Regione Occidentale del cratere Ptolemaeus;43;Lalande ?;??;Formazione non indicata;Formazione non indicata;;;3;3;2;2;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;7;al Primo Quarto;6 giorni dopo la Luna Piena;100;Riflettore da 100 mm;Riflettore da 200 mm;Faccia visibile
MOSTING M;Cratere;;Johann S. von Mösting;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Benefattore;Danimarca;danese;19;19° secolo;?;1759;?;1843;Fondatore della rivista 'Astronomische Nachrichten'.;-4.3;4.3 ° Ovest;-1.3;1.3 ° Sud;Sud-Ovest;Regione Occidentale del cratere Ptolemaeus;43;Lalande ?;??;Formazione non indicata;Formazione non indicata;;;31;31;18;18;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;Faccia visibile
MOSTING U;Cratere;;Johann S. von Mösting;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Benefattore;Danimarca;danese;19;19° secolo;?;1759;?;1843;Fondatore della rivista 'Astronomische Nachrichten'.;-6.6;6.6 ° Ovest;-3.2;3.2 ° Sud;Sud-Ovest;Regione Occidentale del cratere Ptolemaeus;43;Lalande ?;??;Formazione non indicata;Formazione non indicata;;;18;18;11;11;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
MOUCHEZ A;Cratere;;Ernest Mouchez;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo e ammiraglio;Francia;francese;19;19° secolo;Madrid;1821;Wissous;1892;Misure idrografiche dalle coste del Brasile e dell'Algeria. Ha osservato il transito di Venere sul disco solare nel 1874. Direttore dell'Osservatorio di Parigi nel 1878.;-28.59;28.59 ° Ovest;80.78;80.78 ° Nord;Nord-Ovest;Bordo Settentrionale della Luna;3;Plato ?;??;Formazione non indicata;Formazione non indicata;;;51;51;30;30;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;9;2 giorni dopo il Primo Quarto;1 giorno dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;Faccia visibile
MOUCHEZ B;Piccolo cratere;;Ernest Mouchez;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo e ammiraglio;Francia;francese;19;19° secolo;Madrid;1821;Wissous;1892;Misure idrografiche dalle coste del Brasile e dell'Algeria. Ha osservato il transito di Venere sul disco solare nel 1874. Direttore dell'Osservatorio di Parigi nel 1878.;-22.05;22.05 ° Ovest;78.11;78.11 ° Nord;Nord-Ovest;Bordo Settentrionale della Luna;3;Plato ?;??;Formazione non indicata;Formazione non indicata;;;8;8;5;5;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;9;2 giorni dopo il Primo Quarto;1 giorno dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
MOUCHEZ C;Cratere;;Ernest Mouchez;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo e ammiraglio;Francia;francese;19;19° secolo;Madrid;1821;Wissous;1892;Misure idrografiche dalle coste del Brasile e dell'Algeria. Ha osservato il transito di Venere sul disco solare nel 1874. Direttore dell'Osservatorio di Parigi nel 1878.;-25.11;25.11 ° Ovest;77.19;77.19 ° Nord;Nord-Ovest;Bordo Settentrionale della Luna;3;Plato ?;??;Formazione non indicata;Formazione non indicata;;;13;13;8;8;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;9;2 giorni dopo il Primo Quarto;1 giorno dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
MOUCHEZ J;Cratere;;Ernest Mouchez;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo e ammiraglio;Francia;francese;19;19° secolo;Madrid;1821;Wissous;1892;Misure idrografiche dalle coste del Brasile e dell'Algeria. Ha osservato il transito di Venere sul disco solare nel 1874. Direttore dell'Osservatorio di Parigi nel 1878.;-36.99;36.99 ° Ovest;79.33;79.33 ° Nord;Nord-Ovest;Bordo Settentrionale della Luna;3;Plato ?;??;Formazione non indicata;Formazione non indicata;;;17;17;10;10;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;9;2 giorni dopo il Primo Quarto;1 giorno dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
MOUCHEZ L;Cratere;;Ernest Mouchez;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo e ammiraglio;Francia;francese;19;19° secolo;Madrid;1821;Wissous;1892;Misure idrografiche dalle coste del Brasile e dell'Algeria. Ha osservato il transito di Venere sul disco solare nel 1874. Direttore dell'Osservatorio di Parigi nel 1878.;-39.29;39.29 ° Ovest;78.52;78.52 ° Nord;Nord-Ovest;Bordo Settentrionale della Luna;3;Plato ?;??;Formazione non indicata;Formazione non indicata;;;20;20;12;12;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;9;2 giorni dopo il Primo Quarto;1 giorno dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;Faccia visibile
