NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGHTMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
LONGOMONTANUS;Walled plain;Nectarian (From -3.92 billions years to -3.85 billions years);Christen Sorensen (or Longomontanus);Riccioli (1651);Ioanni D. Sax.;Mons Annae;Longomontanus;Astronomer;Danmark;danish;17;17 th century;Longberg;1562;Copenhagen;1647;Assistant of Tycho Brahé but adversary of Képler. Author of 'Astronomia Danica'.;-21,7;21.7° West;-49,5;49.5° South;South-West;Moon South limb;72;Clavius;62;10e4 / 12a4;018S 024S 029S 036S 040S 183S 191S 201S 205S;MM126;IV-131-H1 IV-131-M IV-142-H1 IV-124-M;150;150;88;88;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation crushing Longomontanus Z to the East.;Steep slopes supporting Montanari and Longomontanus D to the North Brown and Longomontanus E & A to the North-East and Longomontanus A & B to the South.;High walls with terraces damaged by Longomontanus S F M & L to the North-West and by Longomontanus K to the North.;Very large flat floor with double crater to the East. Small central multiple mountains. White spots. Hills and craterlets.;4;Exceptional formation;9;2 days after First Quarter;1 day after Last Quarter;5;Naked eye;10x binoculars
LOUISE;Craterlet;Copernician (From -1.1 billions years to present days) ?;Louise;(??);Not named;Not named;Not named;;;;0;17 th century;;;;;??;-34,2;34.2° West;28,5;28.5° North;North-West;Region between Oceanus Procellarum and Mare Imbrium;19;Brayley;359;;036N;;;2;2;1;1;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation with bowl shape on the side of Rima Diophantus.;Few steep slopes.;Few high walls.;Rounded floor.;1;Low interest or difficult formation;10;3 days after First Quarter;2 days after Last Quarter;150;150 mm reflector;300 mm reflector
LOUVILLE;Crater;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Jacques d'Allonville;Schröter (1802);Scheineri;Not named;Not named;Mathematician and astronomer;France;french;18;18 th century;?;1671;?;1732;Knight of Louville. Author of a method of calculation of eclipses.;-46;46.0° West;44;44.0° North;North-West;Noth part of Oceanus Procellarum;9;Mairan;389;6g4 / 8b5;048N 055N 061N 205N 213N 225N;;IV-158-H2 ;37;37;22;15;1000;3000;0,0278;A______________________________________________________________________________A;Very wrecked formation. Lengthened shape.;Steep slopes supporting many craterlets.;Few high walls and ridden by a craterlet to the West.;Tormented and somber floor. Narrow groove.;3;Very interesting formation;11;4 days after First Quarter;3 days after Last Quarter;30;10x binoculars;50 mm refractor
LUBBOCK;Crater;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Sir John William Lubbock;Neison (1876);Not named;Not named;Not named;Mathematician and astronomer;England;english;19;19 th century;London;1803;High Elms;1865;Author of a method of comets orbits determination in 1865.;41,8;41.8° East;-3,9;3.9° South;South-East;East part of Mare Fecunditatis;48;Messier;191;15 e7;323C 328C 131C 135C/S;;;15;15;9;9;580;1800;0,04;A_____________________________________________________A;Circular formation.;Few steep slopes supporting a tormented region but to the East.;Few high walls.;Flat floor filled with lava.;2;Pretty interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor
LUBINIEZKY;Crater;Nectarian (From -3.92 billions years to -3.85 billions years);Stanislas Lubiniezky;Schröter (1802);Not named;Not named;Not named;Astronomer;Poland;polish;17;17 th century;?;1623;?;1675;Specialist of comets.;-23,8;23.8° West;-17,8;17.8° South;South-West;West part of Mare Nubium;53;Bullialdus;166;9 e4;024C/S 029S 040C/S 191C 201C;;IV-125-H2;46;46;27;27;770;2300;0,0175;Too flat. Impossible drawing.;Almost ghost circular formation.;Few steep slopes but to the North-West and supporting the craterlet Lubiniezky D to the North.;Few high walls with damaged part to the South-East.;Very flat floor filled with the lava of Mare Humorum.;3;Very interesting formation;9;2 days after First Quarter;1 day after Last Quarter;30;10x binoculars;50 mm refractor
LUCIAN;Craterlet;Eratosthenian (From -3.2 billions years to -1.1 billions years) ?;Lucien de Samosate (ex Maraldi B);(??);Not named;Not named;Not named;Philosopher;Greece;greek;2;2 nd century;Samosate;125;?;192;Large traveler. High official of Egypt. Author of many satirical works whose 'Dialogue of Deads' .;36,7;36.7° East;14,3;14.3° North;North-East;Central part of Mare Tranquillitatis;36;Cauchy;270;;328C 131N/C 135C 143C;;;7;7;4;4;1490;4500;0,2129;A________A;Isolated circular formation with bowl shape.;Few steep slopes with a Few raised dome to the West.;Few high walls.;Rounded floor.;1;Low interest or difficult formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor
LUTHER;Craterlet;Eratosthenian (From -3.2 billions years to -1.1 billions years) ?;Robert Luther;Schmidt  (1878);Not named;Not named;Not named;Astronomer;Germany;german;19;19 th century;?;1822;?;1900;Discovered 24 asteroids.;24,1;24.1° East;33,2;33.2° North;North-East;North-East of Mare Serenitatis region;14;Hercules;312;1c7 / 2b2 /3h8 / 4h3;334N 343N 143N 148N 154N;;IV-091-H1;10;10;6;6;1900;5800;0,2;A_________A;Circular formation with bowl shape.;Pretty steep slopes.;Pretty high walls.;Rounded floor.;1;Low interest or difficult formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor
LYELL;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Sir Charles Lyell;(??);Not named;Not named;Not named;Geologist;Scotland;scottish;19;19 th century;Kinnordy;1797;London;1875;Professor to the Royal College in 1832. Author of the 'Principles of geology' In 1833. Surly opponent to the theory of the 'catastrophism'.Test for dating geological layers from percentage of disappeared species.;40,6;40.6° East;13,6;13.6° North;North-East;Central part of Mare Tranquillitatis;36;Cauchy;264;3 e4;323N/C 328C 131N/C 135C;;IV-066-H2;32;32;19;19;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Wrecked formation with irregular shape.;Pretty steep slopes supporting Lyell A to the North-West and Proclus A to the East.;Pretty high walls with damaged  part to the West.;Flat floor communicating with Mare Tranquillitatis to the West.;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
LYOT;Walled plain;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Bernard Lyot;(??);Not named;Not named;Not named;Astronomer;France;french;20;20 th century;Paris;1897;Le Caire;1952;Observer of the Sun and planets. Inventor of the coronograph in 1930 and the monochromatic filter in 1933. Member of the french Academy of Sciences in 1939.;84;84.0° East;-50,2;50.2° South;South-East;Moon South-South-East limb;76;Watt;77;16d4;Q4SE;MM105;IV-038-H1 IV-009-M;145;145;85;85;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;Few steep slopes supporting many craters to the South-West and Lyot A & C to the West.;Few high walls crushed by Lyot F & N to the South.;Immense flat floor supporting Lyot D & E to the South and Lyot B to the West. Craterlets.;2;Pretty interesting formation;2;2 days after New Moon;1 day after Full Moon;5;Naked eye;10x binoculars
MACLAURIN;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Colin Maclaurin;Mädler (1837);Not named;Not named;Not named;Mathematician;Scotland;scottish;18;18 th century;Kilmodan;1698;Edimbourg;1746;Author of the treaty 'Geometria Organica' in 1725 and 'Treaty of Algebra' in 1748. Inventor of the method of the determinants.;68;68.0° East;-1,9;1.9° South;South-East;Moon East limb;49;Langrenus;228;3b1 / 15b7;303C/S 099N 105C 112C;;;51;51;30;30;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation.;Pretty steep slopes supporting Maclaurin C to the North-East Maclaurin J & LA to the East Maclaurin T to the West and Maclaurin A to the South.;Few high walls supporting a crater to the East.;Flat and wide floor. Central hill. Craterlets.;2;Pretty interesting formation;2;2 days after New Moon;1 day after Full Moon;30;10x binoculars;50 mm refractor
MACLEAR;Crater;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Sir Thomas Maclear;Birt / Lee (1865);Not named;Not named;Not named;Astronomer;Ireland;irish;19;19 th century;?;1794;?;1879;??;20,1;20.1° East;10,5;10.5° North;North-East;East part of Mare Tranquillitatis;35;Arago;278;1c3 / 3h4;343C 148C 154C 161C;;IV-085-H2 IV-090-H2;20;20;12;12;610;1800;0,0305;A_______________________________________________________________________A;Isolated circular formation almost ghost.;Few steep slopes supporting Rima Maclear and Ross B to the North.  Group of 4 Few raised domes without crater to the South-West oriented to Arago.;Few high walls.;Flat floor filled with lava.;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
MACMILLAN;Craterlet;Imbrian (From -3.85 billions years to -3.2 billions years) ?;William Duncan Macmillan (ex Archimedes F);(??);Not named;Not named;Not named;Mathematician and astronomer;U. S. A.;american;20;20 th century;?;1871;?;1948;??;-7,8;7.8° West;24,2;24.2° North;North-West;South-East part of Mare Imbrium;21;Timocharis;332;5c7 / 6b1;009C 018N 179N 183N/C;;;9;9;5;5;360;1100;0,048;A____________________________________________A;Isolated circular formation.;Few steep slopes.;Few high walls.;Flat floor.;1;Low interest or difficult formation;8;1 day after First Quarter;Last Quarter;50;50 mm refractor;100 mm refractor
MACROBIUS;Crater;Lower Imbrian (From -3.85 billions years to -3.8 billions years);Ambrosius Macrobius Theodosius (or Macrobe);Riccioli (1651);Tucheri;Mons Cimmerius;Macrobius;Writer;Rome;roman;5;5 th century;?;?;?;490;Works on the Latin grammar. Author of a collection of poems called  the 'Saturnales'.;46;46.0° East;21,3;21.3° North;North-East;North-West edge of Mare Crisium;26;Cleomedes;264;3d6 / 4d1;315N/C 323N 328C 124N 131N/C 135C;;IV-066-H3 IV-061-H3 IV-191-H3;66;66;39;39;3700;11200;0,0578;A____________________________________A;Circular formation. Forms a couple interesting with Tisserand.;Steep slopes supporting Macrobius O to the South-East and Tisserand to the East.;Very high walls with terraces supporting the craterlet Macrobius C to the South-West.;Flat floor. Central mountain. Hills.;4;Exceptional formation;4;4 days after New Moon;3 days after Full Moon;30;10x binoculars;50 mm refractor
MADLER;Crater;Eratosthenian (From -3.2 billions years to -1.1 billions years) ?;Johann Heinrich Mädler;Schmidt  (1878);Photylidi;Not named;Not named;Astronomer;Germany;german;19;19 th century;Berlin;1794;Hanovre;1874;Author of first map of Mars and a map of the Moon in 1836. Author of a work of selenography in 1837. Works on double stars. Director of the Observatory of Dorpat in 1840. Large popularizer of the Astronomy.;29,8;29.8° East;-11;11.0° South;South-East;Theophilus crater North-East region;47;Capella;201;15g6;328C/S 334C 343C 135C/S 143C/S 148C;;IV-077-H2;29;29;17;17;2670;8100;0,0954;A_____________________A;Isolated circular formation situated on the East slope of Theophilus.;Pretty steep slopes supporting a lengthened bright spot to the East.;High walls damaged to the North.;Tormented floor. Central crest line.;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
MAESTLIN;Craterlet;Eratosthenian (From -3.2 billions years to -1.1 billions years) ?;Michael Mästlin;Schmidt  (1878);Not named;Not named;Not named;Mathematician and astronomer;Germany;german;16;16 th century;?;1550;?;1631;??;-40,6;40.6° West;4,9;4.9° North;North-West;Central part of Oceanus Procellarum;29;Marius;253;7c4;048N/C 055N/C;;IV-144-H1;7;7;4;4;1650;5000;0,2324;A_______A;Isolated circular formation with bowl shape.;Few steep slopes.;Pretty high walls.;Rounded floor.;1;Low interest or difficult formation;10;3 days after First Quarter;2 days after Last Quarter;50;50 mm refractor;100 mm refractor
MAGELHAENS;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Fernao de Magalhaes (or Fernand de Magellan);Mädler (1837);Not named;Not named;Not named;Navigator;Portugal;portugese;16;16 th century;Tras os Montes;1480;Mactan;1521;First trip around the Earth in boat from 1519 to 1522. Discoverer of the Pacific Ocean in 1521.;44,1;44.1° East;-11,9;11.9° South;South-East;East part of Mare Fecunditatis;48;Messier;191;15 e5;323C 131C/S 135C/S;;IV-060-H2 IV-065-H2;43;43;25;25;1960;5900;0,0478;A____________________________________________A;Circular formation.;Few steep slopes crushed by Magelhaens A to the South-East and supporting Gutenberg D to the North-West.;Pretty high walls in light terraces.;Flat floor widened filled lava. Craterlets.;3;Very interesting formation;4;4 days after New Moon;3 days after Full Moon;30;10x binoculars;50 mm refractor
MAGINUS;Walled plain;Typical Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Giovanni Antonio Magini;Riccioli (1651);Leopoldi Arch. Aust.;Montana Seir;Maginus;Astronomer;Italy;italian;16;16 th century;Padoue;1555;Bologne;1617;Adversary of Copernic and Kepler.;-6,2;6.2° West;-50;50.0° South;South-West;Moon South limb;73;Moretus;92;10c4 / 14g4;003S 009S 018S 161S 167S 174S 179S 183S 191S;MM126;IV-124-M IV-112-H2 IV-119-H2 IV-130-M IV-106-M IV-119-H1 IV-124-H1 IV-112-H1;168;168;99;99;0;0;0,0245;A________________________________________________________________________________________A;Isolated circular formation.;Steep slopes riddled of craters whose Proctor and Maginus K & D to the North Maginus C & H to the South-West Deluc J to the South-East and Maginus E to the East.;High walls riddled with craters whose Maginus F and G to the North-West.;Very large flat floor tormented to the South-East. Numerous craters whose Maginus A & Z to the East. Craterlets. Central hill.;4;Exceptional formation;8;1 day after First Quarter;Last Quarter;5;Naked eye;10x binoculars
MAIN;Crater;Birth period not found;Robert Main;Birt / Lee (1865);Not named;Not named;Not named;Astronomer;England;english;19;19 th century;?;1808;?;1878;??;10,1;10.1° East;80,8;80.8° North;North-East;Moon North limb;4;Archytas;396;2f8;357N 003N 009N Q1N 135N 143N 148N 154N 161N;;IV-116-H3 IV-128-H3 IV-092-H3 IV-104-H3 IV-140-H3;48;48;28;28;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Little deep circular formation forming an interesting couple with Challis.;Few steep slopes.;High walls higher to the East.;;2;Pretty interesting formation;6;6 days after New Moon;5 days after Full Moon;30;10x binoculars;50 mm refractor
MAIRAN;Crater;Upper Imbrian (From -3.8 billions years to -3.2 billions years);Jean-Jacques Dortous de Mairan;Schröter (1802);Haesteni;Mons Baronisus;Not named;Astronomer;France;french;18;18 th century;Béziers;1678;Paris;1771;Works on the pendulum and Earth /Moon movements. Author of the 'Historical and physical Treaty of the boreal aurorae' in 1733. Secretary of the french Academy of Sciences in 1740.;-43,4;43.4° West;41,6;41.6° North;North-West;Noth part of Oceanus Procellarum;9;Mairan;390;6g4 / 8c5;048N 055N 061N 205N 213N 225N;;IV-151-H2 IV-158-H2 ;41;41;24;24;3400;10300;0,085;A________________________A;Circular formation.;Steep slopes riddled with craterlets.;High walls in light terraces.;Few flat and wide floor. Small central mountain. Craterlets and hills.;3;Very interesting formation;11;4 days after First Quarter;3 days after Last Quarter;30;10x binoculars;50 mm refractor
