NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU;
MONS GRUITHUISEN DELTA;Montagna;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monte Gruithuisen Delta (Franz von Gruithuisen);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo e naturalista;Germania;tedesco;19;19° secolo;Haltenberg;1774;?;1852;Osservatore della Luna, che credeva abitata.  Autore della teoria dell'origine meteoritica dei crateri lunari nel 1840.;-39.5;39.5° Ovest;36;36.0° Nord;Nord-Ovest;Parte Settentrionale dell'Oceanus Procellarum;9;Mairan;360;6g3 / 8b4;040N 048N 205N 213N;;;20;20;12;12;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Brillante montagna isolata situata accanto al domo Gruithuisen Gamma.;;;;2;Formazione abbastanza interessante;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
MONS GRUITHUISEN GAMMA;Domo;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monte Gruithuisen Gamma (Franz von Gruithuisen);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo e naturalista;Germania;tedesco;19;19° secolo;Haltenberg;1774;?;1852;Osservatore della Luna, che credeva abitata.  Autore della teoria dell'origine meteoritica dei crateri lunari nel 1840.;-40.5;40.5° Ovest;36;36.0° Nord;Nord-Ovest;Parte Settentrionale dell'Oceanus Procellarum;9;Mairan;360;6g3 / 8b5;040N 048N 205N 213N;;;20;20;12;12;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Alto domo di origine vulcanica, con la base circolare, e con un cratere di 900 m di diametro sulla sommità.;;;;4;Formazione eccezionale;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
MONS HADLEY;Montagna;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monte Hadley (John Hadley);Schröter (1802);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico e fisico;Inghilterra;inglese;18;18° secolo;Hertfordshire;1682;East Barnet;1744;Costruttore di strumenti astronomici. Inventore del quadrante a riflessione. Membro della Royal Society nel 1717.;5;5.0° Est;27;27.0° Nord;Nord-Est;Regione dei Monti Appennini;22;Conon;323;1f6;357N 003N 167N 174N 179N;;;26;26;15;15;4800;14500;0.192;_____A_____;Parte settentrionale degli Appennini. Situata vicino al luogo di allunaggio della missione Apollo 15.;;;;4;Formazione eccezionale;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
MONS HADLEY DELTA;Montagna;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monte Hadley delta - Mont Hadley (John Hadley);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico e fisico;Inghilterra;inglese;18;18° secolo;Hertfordshire;1682;East Barnet;1744;Costruttore di strumenti astronomici. Inventore del quadrante a riflessione. Membro della Royal Society nel 1717.;4;4.0° Est;26;26.0° Nord;Nord-Est;Regione dei Monti Appennini;22;Conon;321;;357N 167N 174N/C 179N;;;20;20;12;12;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Cima dei Montes Apenninus situata a Sud del punto di allunaggio della missione Apollo 15.;;;;2;Formazione abbastanza interessante;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
MONS HANSTEEN;Montagna;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monte Hansteen (Christopher Hansteen);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo e geofisico;Norvegia;norvegese;18;18° secolo;Oslo;1784;Oslo;1873;Ha scoperto le variazioni del campo magnetico terrestre nel 1821. Fondatore di un Osservatorio a Oslo nel 1833.  Supervisore del lavoro di triangolazione della Norvegia.;-50;50.0° Ovest;-12;12.0° Sud;Sud-Ovest;Parte Sud-Occidentale dell'Oceanus Procellarum;40;Flamsteed;223;1 e6;055C 061C, 067C, 225C;;;31;31;18;18;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Brillante montagna isolata di forma triangolare situata tra Hansteen e Billy.;;;;3;Formazione molto interessante;11;4 giorni dopo il Primo Quarto;3 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
MONS HUYGENS;Catena montuosa;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monte Huygens (Christian Huygens);Schröter (1802);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico e astronomo;Olanda;olandese;17;17° secolo;L'Aia;1629;L'Aia;1695;Numerosi lavori di matematica e fisica. Scopritore degli anelli di Saturno e del suo satellite Titano nel 1655. Prima ipotesi sulla natura delle stelle e del Sole. Membro della Royal Society nel 1663.;-3;3.0° Ovest;20;20.0° Nord;Nord-Ovest;Regione dei Monti Appennini;22;Conon;321;5b6;003C 009C c74C 179N 183C;;;41;41;24;24;5400;16400;0.135;_____A_____;E' la cima più alta dei Monti Appennini.;;;;2;Formazione abbastanza interessante;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
MONS LA HIRE;Montagna;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monte La Hire (Philippe de la Hire);Schröter (1802);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico e astronomo;Francia;francese;17;17° secolo;Parigi;1640;Parigi;1718;Promotore del primo cerchio meridiano dell'Osservatorio di Parigi. Metodo generale di descrizione delle coniche. Autore di una 'Memoria sugli epicicloidi' del 1694. Membro dell'Accademia francese delle Scienze nel 1678.;-25.5;25.5° Ovest;27.7;27.7° Nord;Nord-Ovest;Parte Meridionale del Mare Imbrium;20;Pytheas;358;5f8 / 6e1;024N 029N 036N 191N 201N 205N/C;;IV-126-H3 IV-133-H3;20;20;12;6;1700;5200;0.085;___A___;Catena montuosa isolata, orientata da Ovest ad Est. Crateri su due sommità.;;;;4;Formazione eccezionale;9;2 giorni dopo il Primo Quarto;1 giorno dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
MONS MARALDI;Montagna;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;Monte Maraldi (Maraldi Y) (Giovanni Domenico Maraldi);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Italia;italiano;18;18° secolo;Perinaldo;1709;Parigi;1788;Assistente di Giacomo Cassini. Lavori di astronomia posizionale e di meccanica celeste.;35;35.0° Est;20;20.0° Nord;Nord-Est;Regione a Nord del Mare Tranquillitatis;25;Römer;309;3f6 / 4f1;131N/C 135N/C 143C;;;15;15;9;9;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Montagna isolata e arrotondata, situata sul bordo del Sinus Amoris e a Nord-Est di Maraldi.;;;;3;Formazione molto interessante;9;2 giorni dopo il Primo Quarto;1 giorno dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
MONS MORO;Montagna;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monte Moro (Antonio L. Moro);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Naturalista;Italia;italiano;18;18° secolo;?;1687;?;1764;??;-20;20.0° Ovest;-12;12.0° Sud;Sud-Ovest;Regione Sud-Orientale dell'Oceanus Procellarum;42;Fra Mauro;217;;024 C 029C/S 191 C;;;10;10;6;2;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Colline isolate poco elevate, allungate e orientate nella direzione Nord Sud.;;;;2;Formazione abbastanza interessante;9;2 giorni dopo il Primo Quarto;1 giorno dopo l'Ultimo Quarto;100;Riflettore da 100 mm;Riflettore da 200 mm;
MONS PENCK;Montagna;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;Monte Penck (Albrecht Penck);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geografo;Germania;tedesco;20;20° secolo;Lipsia;1858;Praga;1945;Professore all'Università di Vienna e poi a Berlino. Direttore dell'Istituto di Oceanografia di Berlino. Autore, nel 1909, della teoria delle 4 grandi glaciazioni. Attività in varie nazioni.;22;22.0° Est;-10;10.0° Sud;Sud-Est;Regione Nord-Occidentale del cratere Theophilus;46;Theophilus;201;;148C 154C;;;31;31;18;12;4000;12100;0.1333;___A___;Promontorio a Sud-Ovest del Sinus Asperitatis.;Sembra formare il bordo di un altopiano piuttosto elevato.;Contornato a Nord da Kant C.;;3;Formazione molto interessante;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
MONS PICO;Montagna;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monte Pico;Schröter (1802);Nome non assegnato;Nome non assegnato;Nome non assegnato;;;;0;;;;;;;-9;9.0° Ovest;45.6;45.6° Nord;Nord-Ovest;Parte centrale del Mare Imbrium;11;Le Verrier;378;2h4 / 6b4;009N 018N 024N 174N 179N 183N 191N;MM44 L100/023;IV-122-H2;26;26;15;9;2400;7300;0.096;___A___;Montagna allungata e orientata nella direzione Sud-Est Nord-Ovest. Sommità isolata che emerge dalla lava del Mare Imbrium. La montagna Beta, anch'essa isolata, è a Sud.;;;;3;Formazione molto interessante;8;1 giorno dopo il Primo Quarto;all'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
MONS PITON;Montagna;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monte Piton (uno dei monti dell'isola di Teneriffe);Birt / Lee (1865);Schonbergeri;Mons Christi;Nome non assegnato;;;;0;;;;;;;-1;1.0° Ovest;41;41.0° Nord;Nord-Ovest;Regione a Nord del cratere Archimedes;12;Aristillus;354;2g3 / 6a4;003N OO9N 167N 174N 179N 183N;MM44;IV-115-H2;26;26;15;15;2250;6800;0.09;____A____;;;;;4;Formazione eccezionale;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
MONS RUMKER;Domo;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monte Rümker (Karl Ludwig von Rümker);Schmidt  (1878);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Germania;tedesco;19;19° secolo;?;1788;?;1862;Direttore della Scuola di Navigazione di Amburgo.;-58.9;58.9° Ovest;41;41.0° Nord;Nord-Ovest;Bordo Nord-Occidentale della Luna;8;Rümker;362;8d5;061N 067N 225N 233N 237N;MM165;IV-163-H2 IV-163-H2 IV-170-H2;71;71;42;42;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Agglomerato di domi lunari che formano un altopiano circolare. Versanti abbastanza ripidi. Superficie tormentata.;;;;4;Formazione eccezionale;12;5 giorni dopo il Primo Quarto;4 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
MONS SERAO;Montagna;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monte Serao;Schmidt  (1878);Nome non assegnato;Nome non assegnato;Nome non assegnato;;;;0;;;;;;??;6.5;6.5° Est;17.6;17.6° Nord;Nord-Ovest;Parte Sud-Orientale del Mare Imbrium;21;Timocharis;320;;;;;20;20;12;12;2300;7000;0.115;____A____;Vetta meridionale dei Monti Appennini. Vi si trova il cratere Wallace C sul versante Nord.;;;;3;Formazione molto interessante;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
MONS USOV;Montagna;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;Monte Usov (Michail A. Usov);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geologo;URSS;sovietico;20;20° secolo;?;1883;?;1933;??;63;63.0° Est;12;12.0° Nord;Nord-Est;Bordo Orientale della Luna;38;Neper;263;;099N 105N 112N;;;15;15;9;9;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Montagna isolata abbastanza alta sul bordo orientale del Mare Crisium.;;;;2;Formazione abbastanza interessante;3;3 giorni dopo la Luna Nuova;2 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
MONS VINOGRADOV;Montagna;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monte Vinogradov (ex Mons Euler) ( Alexander P. Vinogradov);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Chimico;URSS;sovietico;20;20° secolo;?;1895;?;1975;Specialista di cosmochimica.;-32.5;32.5° Ovest;22.4;22.4° Nord;Nord-Ovest;Regione tra Oceanus Procellarum e Mare Imbrium;19;Brayley;359;5g7 / 7a7;036N/C 040N 201N 205N/C 213N;;;26;26;15;15;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Montagna isolata attraversata da strette valli.;;;;3;Formazione molto interessante;4;4 giorni dopo la Luna Nuova;3 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
MONS VITRUVIUS;Montagna;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;Monte Vitruvius (Marcus Vitruvius Pollio o Vitruvio);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Architetto;Roma;romano;-2;2° secolo a.C.;Roma;verso il 60 a.C.;?;?;Autore dell'unico trattato di architettura dell'antichità.;31;31.0° Est;19;19.0° Nord;Nord-Est;Regione a Nord del Mare Tranquillitatis;25;Römer;310;;135N/C 143C 148C;;;15;15;9;9;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Tormentata regione montuosa a Nord di Vitruvius.;;;;2;Formazione abbastanza interessante;4;4 giorni dopo la Luna Nuova;3 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
MONS WOLFF;Montagna;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monte Wolff (Christian von Wolff);Hell (1760);Nome non assegnato;Nome non assegnato;Nome non assegnato;Filosofo e matematico;Germania;tedesco;18;18° secolo;Breslau;1679;Halle;1754;Precettore di Kant e divulgatore delle teorie di Leibniz.  Autore di 'Philosophia prima sive Ontologia' nel 1729.;-7;7.0° Ovest;17;17.0° Nord;Nord-Ovest;Parte Sud-Orientale del Mare Imbrium;21;Timocharis;320;5b5;009C 179N/C;;;36;36;21;21;3500;10600;0.1;____A____;Vetta meridionale dei Monti Appennini.  Situata su una strana catena di piccole colline orientate nella direzione Sud-Ovest Nord-Est, e che emergono dal Mare Imbrium.;;;;2;Formazione abbastanza interessante;8;1 giorno dopo il Primo Quarto;all'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
MONTANARI;Cratere;Pre-Nectariano (da -4.55 miliardi di anni a -3.92 miliardi di anni) ?;Geminiano Montanari;Fauth (1936);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Italia;italiano;17;17° secolo;?;1633;?;1687;Autore delle prime misure visuali per una cartografia lunare.;-20.6;20.6° Ovest;-45.8;45.8° Sud;Sud-Ovest;Regione del cratere Tycho;64;Tycho;100;10e5 / 12a4;024S 029S 040S 191S 201S;;IV-136-H2 IV-131-H2;80;80;47;47;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione molto danneggiata.;Versanti rovinati a Sud da alcuni piccoli crateri.;Pareti poco elevate, disseminate di piccoli crateri e sormontate da Montanari D ad Ovest e da Wilhelm A a Nord-Ovest.;Fondo piatto ma tormentato a Sud. Piccoli crateri.;3;Formazione molto interessante;9;2 giorni dopo il Primo Quarto;1 giorno dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
MONTES AGRICOLA;Montagna;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monti Agricola (Georg Bauer o Agricola);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Chimico e medico;Germania;tedesco;16;16° secolo;Glauchau;1494;Chemnitz;1555;Autore di una enciclopedia di dati geologici e di miniere conosciute, oltre che di tecniche di estrazione dei minerali e processi metallurgici.;-54;54.0° Ovest;29;29.0° Nord;Nord-Ovest;Regione del cratere Aristarchus;18;Aristarchus;341;8 e2;055N 061N;;;165;165;97;6;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Notevole catena montuosa, orientata nella direzione Sud-Ovest Nord-Est. Forma molto allungata.;;;;4;Formazione eccezionale;11;4 giorni dopo il Primo Quarto;3 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
MONTES ALPES;Catena montuosa;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monti delle Alpi;Hevelius (1647);Nome non assegnato;Montes Alpes;Nome non assegnato;;;;0;;;;;;;2;2.0° Est;46;46.0° Nord;Nord-Est;Regione a Nord del cratere Archimedes;12;Aristillus;374;2f4 / 2g5;357N 003N 009N 161N 167N 174N 179N 183N;ST11/01  MM34;IV-122-H3;257;257;151;30;2400;7300;0.0096;__________A__________;Catena montuosa grossolanamente orientata nella direzione Sud-Est Nord-Ovest. Numerose cime lungo il Mare Imbrium. Culmina con il Monte Bianco. E' tagliata in due dalla Valle delle Alpi (Vallis Alpes).;;;;4;Formazione eccezionale;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
MONTES APENNINUS;Catena montuosa;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Gli Appennini;Hevelius (1647);Montes Austriaci;Mons Apenninus;Nome non assegnato;;;;0;;;;;;;-3;3.0° Ovest;20;20.0° Nord;Nord-Ovest;Regione dei Monti Appennini;22;Conon;324;1g5 / 5a6;357N/C 003N/C 009C 167N 174N/C 179N/C 183C;ST03/00  MM29 L100/004;;978;978;575;61;5400;16400;0.0057;__________A__________;Formazione circolare situata sulla parete meridionale del Mare Imbrium, e orientata nella direzione Sud-Ovest Nord-Est. Pendenze con un angolo medio di 30°.;;;;4;Formazione eccezionale;7;al Primo Quarto;6 giorni dopo la Luna Piena;5;Occhio nudo;Binocolo 10x;
MONTES ARCHIMEDES;Catena montuosa;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monti Archimede;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico e fisico;Grecia;greco;-3;3° secolo a.C.;Siracusa;288 a.C.;Siracusa;212 a.C.;Discepolo di Euclide. Calcolo di Pi greco. Lavori di geometria. Inventore della puleggia, della vite senza fine e della leva. Fondatore della statica e dell'idrostatica.;-5;5.0° Ovest;26;26.0° Nord;Nord-Ovest;Regione dei Monti Appennini;22;Conon;333;1h7 / 5b7 / 6b1;003N/C 009N/C 018N 174N 179N 183N/C;;;145;145;85;85;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Regione montuosa di forma rettangolare a Sud di Archimedes. Numerose montagne isolate, separate da profonde valli.;;Contiene Bancroft e alcuni piccoli crateri sparsi.;Solchi molto larghi e paralleli, orientati da Sud-Est a Nord-Ovest, nella zona a Nord-Ovest della catena vicino a Bancroft.;3;Formazione molto interessante;7;al Primo Quarto;6 giorni dopo la Luna Piena;5;Occhio nudo;Binocolo 10x;
MONTES CARPATUS;Catena montuosa;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monti dei Carpazi;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;;;;0;;;;;;;-25;25.0° Ovest;15;15.0° Nord;Nord-Ovest;Parte Meridionale del Mare Imbrium;20;Pytheas;300;5f5;018C 024C 029C 036N/C 191C 201N/C 205C 213N/C;;IV-126-H2;289;289;170;36;2400;7300;0.0086;____________A____________;Catena montuosa orientata in direzione Ovest Est, situata a Nord di Copernicus.;Costituiti dall'unione di varie montagne, separate da profonde valli.;Nella parte orientale vi è un crollo di 15 km di ampiezza.;;4;Formazione eccezionale;9;2 giorni dopo il Primo Quarto;1 giorno dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
MONTES CAUCASUS;Montagna;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monti del Caucaso;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;;;;0;;;;;;;9;9.0° Est;39;39.0° Nord;Nord-Est;Regione a Nord del Mare Serenitatis;13;Eudoxus;353;1f8 / 2e2;351N 357N 161N 167N 174N;ST11/01  MM33;IV-098-H1;536;536;315;61;3650;11100;0.007;____________A____________;Continuazione degli Appennini. Montagne attraversate da numerose e profonde valli. Vi si trova il cratere Calippus.;;;;4;Formazione eccezionale;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;5;Occhio nudo;Binocolo 10x;
MONTES CORDILLERA;Catena montuosa;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monti della Cordillera;Mädler (1837);Nome non assegnato;Nome non assegnato;Nome non assegnato;;;;0;;;;;;;-80;80.0° Ovest;-20;20.0° Sud;Sud-Ovest;Bordo Ovest-Sud-Ovest della Luna;50;Darwin;224;11h5;080C Q3W 237C/S 247C;MM178;V-015-H1;927;927;545;182;6000;18200;0.0067;________________A________________;Formazione apparentemente rettilinea situata nella zona delle librazioni.;Anello montuoso esterno del Mare Orientale.;Numerose cime che superano i 5000 m.;;3;Formazione molto interessante;2;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
MONTES HAEMUS;Catena montuosa;Nectariano (da -3.92 miliardi di anni a -3.85 miliardi di anni) ?;Monti Hemus;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;;;;0;;;;;;;11;11.0° Est;19;19.0° Nord;Nord-Est;Parte Sud-Occidentale del Mare Serenitatis;23;Linné;318;1c4 / 3h5;357C 154C 161C 167N;ST09/01;IV-097-H2 IV-097-H3;411;411;242;30;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Regione molto scura situata sulla parete Sud-Est del Mare Serenitatis. Ha due macchie bianche attorno ai piccoli crateri Sulpicius Gallus L e M (di 4 Km di diametro).;;;;3;Formazione molto interessante;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
